city_norm,snapshot_year,price_level,price_momentum_3y,y_cagr_5y
ABERNATHY,2000,71610.89623346266,,0.05781441572669732
ABERNATHY,2001,82405.79424126951,,0.038058413884353604
ABERNATHY,2002,87846.96435482804,,0.03530304234870907
ABERNATHY,2003,89595.66439335472,0.07754635394659681,0.03265434558184932
ABERNATHY,2004,92406.90183840536,0.03892027083039773,0.02166624206188006
ABERNATHY,2005,94847.63693244236,0.0258879268815857,0.015358916485792129
ABERNATHY,2006,99326.8617750104,0.03496716870055949,0.0021218162939442564
ABERNATHY,2007,104487.46908722632,0.041805389977394025,-0.004978457940011616
ABERNATHY,2008,105211.17700761884,0.03517026373711429,-0.006081404292186954
ABERNATHY,2009,102860.73610288816,0.011721481381050225,-0.000562754939477661
ABERNATHY,2010,102358.62659298343,-0.006838032656385495,0.013098344401610174
ABERNATHY,2011,100385.10984111948,-0.015530029865998718,0.024307758398815604
ABERNATHY,2012,101912.3053934754,-0.0030830058257249604,0.030124865435920523
ABERNATHY,2013,102050.69332972776,-0.0010037993659663957,0.04427367559594919
ABERNATHY,2014,102571.63473589602,0.007208370136508879,0.05340205983232371
ABERNATHY,2015,109240.19789994432,0.02341540692615207,0.06303453176475449
ABERNATHY,2016,113193.53148449711,0.035146655526466786,0.07882225711489688
ABERNATHY,2017,118215.92318365448,0.048454449177564696,0.07963645255713692
ABERNATHY,2018,126732.3859140332,0.05075559446942712,0.06186581664882107
ABERNATHY,2019,133044.85770618657,0.05533942163852301,0.05333325288596047
ABERNATHY,2020,148292.55244451467,0.07848585664823471,0.02559404457832204
ABILENE,2009,106506.84854038834,,0.021004126417429658
ABILENE,2010,105985.42707294,,0.03098237492857181
ABILENE,2011,102788.42923768848,,0.04597635064672523
ABILENE,2012,106264.53717831778,-0.0007589350890545576,0.04680635884853568
ABILENE,2013,111721.68409890975,0.01772499277398132,0.04911549402328852
ABILENE,2014,118172.1184019216,0.04758739417774294,0.04042410014683129
ABILENE,2015,123453.20199577585,0.05124675416019686,0.048073183553760224
